	etytr	indicator	alp	er-cv	leukocyty	hbver	alt	trombocyty	ast	weight	ssn	relationship	hematokrit	smoker	hemoglobin	erytrocyty	name
4854	7.41674	0.00000	92.48084	31.31232	5.19766	6.60348	12.04805	4.56149	73.90360	30.35526	801-42-8474	widowed	6.22380	no	6.26404	7.03881	Dylan Evans
4855	6.73267	0.00000	90.81120	27.88483	5.81609	3.75149	13.14660	6.92114	64.82343	35.38463	604-29-8230	divoced	6.55655	no	6.23118	7.43656	Denise Richards
4856	5.44087	0.00000	66.88588	64.85162	4.96396	7.76284	2.67006	3.83789	75.06086	41.58793	630-09-0276	nop	5.10036	Y	7.58945	4.90702	Kyle Ramirez
4857	8.79950	1.00000	66.70226	41.62079	7.43063	4.28129	13.38343	8.09952	72.33291	44.14468	814-96-6305	married	4.45636	no	5.14143	5.48620	Tammy Palmer
4858	6.20580	1.00000	67.92591	42.58188	4.56500	7.23560	8.77583	5.83386	83.47600	84.28898	746-60-7600	widowed	5.30044	no	5.41110	6.18860	Erika Mendez
4859	7.37540	1.00000	55.08037	44.41828	4.03218	2.27870	12.06931	7.22962	81.86485	63.03112	596-28-5793	divoced	5.26351	Y	4.87083	6.55085	Anthony Mcdaniel
4860	5.24791	0.00000	61.57082	39.94016	4.20087	6.76864	10.09024	5.34708	76.81063	3.22553	035-94-5100	nop	5.00813	no	7.54065	6.39177	Michelle Brown
4861	5.15685	0.00000	92.90671	60.24050	4.85297	6.16098	7.00965	5.01251	83.28352	53.96316	899-16-5809	married	5.56679	no	5.95412	6.79696	Marc York
4862	4.32832	0.00000	83.57660	62.54185	7.14842	3.12211	9.59057	7.01057	63.13116	120.05793	540-52-6122	single	5.67655	no	5.96784	4.76081	Ralph Munoz
4863	5.46415	0.00000	96.89169	42.68887	6.51483	4.83852	5.89181	5.59052	72.61825	112.51560	869-37-9317	single	6.58752	Y	6.08235	5.73152	Leslie Rodriguez
4864	6.05837	0.00000	80.39376	60.24970	5.43955	6.93219	6.66096	4.34420	73.52084	36.14319	451-67-3662	widowed	6.76471	no	6.86470	5.55598	Erica Todd
4865	6.91459	1.00000	86.03598	44.63900	5.45596	5.32697	3.76504	7.38075	79.88277	58.01950	047-18-0760	married	5.74268	Y	6.18671	4.24329	James Hughes
4866	5.99101	1.00000	12.31551	47.70063	3.96386	6.47743	5.72153	8.73398	65.08101	103.49330	201-72-3698	divoced	5.58487	no	3.31279	5.42147	Robert Barnett
4867	5.33633	1.00000	27.71570	29.64516	6.09367	3.40315	5.70943	5.74339	64.21085	27.06736	378-74-4109	widowed	6.88486	no	8.58450	4.20252	James Ramos
4868	6.03714	1.00000	81.70822	54.88079	5.61615	5.02078	8.85927	7.22748	78.70356	13.21255	550-02-8257	nop	4.09703	Y	6.86987	6.10301	Richard Boyer
4869	4.29294	1.00000	55.88736	39.03780	3.42195	8.14844	11.81070	5.92791	75.57910	81.04821	508-99-1057	married	5.50387	no	4.71346	5.57165	Scott Murphy
4870	4.75740	1.00000	81.63772	64.69174	4.19583	6.88501	9.52928	6.59405	76.94010	34.18300	184-82-8786	single	4.56413	Y	5.52848	5.57752	Amanda Mclean
4871	5.47526	0.00000	41.56216	42.29956	4.24830	6.77810	11.58405	5.26908	72.13884	34.89711	454-04-9622	widowed	5.68013	no	8.17719	5.82034	Jill Smith
4872	5.87096	1.00000	24.03894	52.56957	3.78900	5.97555	10.38052	10.64323	81.27444	103.76999	509-37-5572	divoced	4.90491	no	2.15422	6.66019	Mark Rivas
4873	5.35475	1.00000	57.33056	29.16915	4.93949	7.12398	18.09390	6.43044	80.83295	68.29065	845-29-3400	married	6.62328	no	4.97077	7.54772	Stefanie Mooney
4874	6.85469	0.00000	81.23939	51.41761	6.90892	5.03748	9.82608	6.72753	68.65267	-12.54131	766-11-4678	married	6.14436	yes	5.52837	5.75293	Emily Sanchez
4875	6.21458	1.00000	84.24669	44.23850	7.71734	4.67761	8.63752	7.94741		75.30174	149-92-8921	divoced	6.68086	no	5.88721	5.68314	Jeffrey Bennett
4876	7.30098	1.00000	71.09576	60.56517	6.58643	4.53612	10.77113	6.64987	62.51965	68.93876	315-37-9209	divoced	5.92060	no	7.26860	6.33627	Kelly Wolf
4877	7.13432	1.00000	24.94740	56.66755	3.14976	7.55162	7.21040	7.34677	70.29137	70.31957	055-47-6696	divoced	5.50125	yes	3.99770	4.28207	Angela Griffin
4878	5.85566	1.00000	74.24541	62.23206	3.59099	4.33945	10.46664	10.64728	73.99716	95.77496	073-20-2250	separated	7.02920	Y	5.52331	6.46017	Jessica Hanson
4879	6.77095	0.00000	80.03510	35.85281	3.39133	4.17765	7.67642	7.46442	77.21953	86.04900	299-99-2672	divoced	5.71214	no	7.07295	4.44203	Theresa Coleman
4880	6.30048	0.00000	83.73447	50.27592	4.37856	4.58073	6.34031	7.88113	86.05388	66.00381	479-10-5880	single	6.45241	no	6.62970	6.07152	Janet Burch
4881	4.09015	1.00000	81.41518	27.32962	5.79705	2.59922	6.50747	6.34522	77.46773	71.88387	313-69-9536	divoced	5.62698	yes	6.80739	6.33196	Mary Henderson
4882	5.77195	1.00000	69.47735	80.95270	4.36948	6.90028	11.84837	7.28104	65.35657	69.92535	360-36-0154	married	4.22029	no	5.31136	6.23772	Elizabeth Harmon
4883	4.70037	1.00000	39.60363	56.80147	9.17116	6.78139	11.98337	7.42667	53.17430	88.38180	782-58-2280	widowed	5.68590	no	8.22604	6.61140	Rebecca Price
4884	4.93623	1.00000	89.46610	52.18826	7.06657	3.00670	5.07719	6.68609	84.57890	38.54087	578-84-1289	widowed	6.74896	no	6.60758	3.88083	Jessica Pace
4885	6.45089	0.00000	80.95243	64.55279	5.13257	8.01998	8.09607	4.25132	79.77917	119.56312	817-53-0202	separated	5.04850	no	5.48851	6.59381	Sara Cohen
4886	5.47494	1.00000	78.53679	51.05103	7.93420	6.08064	8.01861	7.74460	70.54705	36.12675	427-87-5278	divoced	5.22954	Y	6.92078	6.39432	Lisa Weaver
4887	5.90806	1.00000	77.89041	29.04851	5.66174	8.23949	7.75068	4.10249	73.22370	76.30084	429-43-1088	single	4.91378	no	5.53750	5.03846	Robert Lee
4888	5.90212	0.00000	91.67715	26.62433	4.38214	6.40169	12.58657	4.86057	70.36580	1.27162	235-62-0715	married	6.76125	no	5.86056	7.12593	Rebecca Ellis
4889	5.69926	0.00000	74.47692	54.02899	6.32258	7.31231	10.23604	3.52298	59.00382	51.19476	137-59-9807	married	4.52948	yes	6.85682	6.34458	Andre Parker
4890	7.10153	1.00000	73.63973	41.77628	5.24463	5.01570	8.69488	8.74504	80.26955	36.52697	871-47-5479	single	7.48372	yes	5.34754	5.74759	Krista Martin
4891	5.59110	0.00000	47.57376	61.92452	4.25608	4.99583	6.32864	6.13216	79.76958	42.35873	842-57-4392	single	4.88571	no	7.98787	6.00764	Debra Bryan
4892	5.13101	0.00000	47.49883	41.36086	5.52692	6.16359	8.22780	4.36450	77.23388	85.07216	565-40-0708	married	5.66745	Y	7.91992	4.88274	Carolyn Brown
4893	6.64497	0.00000	89.90893	51.94009	6.31615	3.46433	9.85135	7.35476	57.99410	94.71238	226-20-6997	single	4.12601	no	6.20963	5.68500	Ross Reynolds
4894	5.94070	0.00000	85.17695	83.22259	4.83590	6.94644	2.72493	4.51161	66.91494	57.21265	385-60-9386	single	6.35379	no	6.79196	3.73976	Timothy Stewart
4895	5.35024	1.00000	61.38387	49.29542	7.40707	4.63903	13.60299	6.62582	64.73895	58.49619	387-54-6743	divoced	6.29140	no	7.55527	6.78309	Thomas Leon
4896	4.59954	0.00000	84.55857	47.03450	4.94954	7.58839	8.11069	3.20000	67.82589	116.28614	238-57-2745	married	5.44753	no	5.92572	5.03843	Emily Washington
4897	4.26069	0.00000	75.54513	45.31526	4.04377	6.85565	1.62097	5.64498	76.50892	74.28246	338-13-7178	separated	6.05531	Y	7.14629	4.66108	Victoria Stone
4898	6.02492	1.00000	84.27413	41.44338	5.07758	3.97351	11.66745	7.43476	71.22948	62.59602	559-04-6715	separated	4.54817	no	6.80615	7.22486	Kristine Thomas
4899	5.46588	1.00000	31.55584	75.72613	6.35135	3.97350	5.49730	5.92050	74.55442	75.07261	048-71-4673	married	6.39652	no	8.37209	6.24750	Brandi Martinez
4900	5.74374	1.00000	84.81908	66.80305	5.58999	3.62131	6.50875	6.89215	70.68558	99.66458	113-88-7638	separated	4.39087	no	6.62310	4.68906	Brent Donovan
4901	6.51450	0.00000	85.86482	40.49846	4.32891	7.08720	6.24023	4.15502	76.26153	30.41536	187-95-1269	separated	5.69746	no	6.18202	5.44994	Joshua Peters
4902	6.15044	1.00000	47.60083	60.69894	5.79064	2.73624	3.96606	7.72739	64.73072	82.23187	810-52-4529	married	6.43217	no	4.72099	3.85311	Jerry Bailey
4903	5.25995	0.00000	94.90248	41.05082	5.26170	2.20819	6.40486	8.94025	71.22774	130.30124	877-59-5554	married	5.87117	no	6.49476	5.18770	Stephanie Estrada
4904	7.09640	1.00000	48.63744	45.01488	4.34719	7.30079	17.12675	6.78743	77.36089	70.17034	253-29-4705	single	5.60054	Y	4.64519	7.68905	David Moss
4905	7.33171	1.00000	25.09071	42.93102	5.69930	3.19955	5.87848	5.73052	68.82068	79.92114	585-25-4973	widowed	7.86368	yes	8.46039	5.69920	Brittany Wood
4906	7.81428	0.00000	85.52058	61.10689	5.36000	4.55989	3.62090	9.76256	66.30954	23.15846	376-87-5674	divoced	5.94382	yes	5.69765	6.21481	David Obrien
4907	6.67830	0.00000	73.55153	79.78978	7.28102	8.54571	6.47395	1.95018	70.41994	56.87097	111-58-2671	divoced	5.44319	yes	7.27973	4.93339	Colin Roman
4908	5.58049	0.00000	91.51608	33.79823	3.59632	4.11551	5.72288	8.25625	78.22651	109.21222	837-90-3993	separated	5.03111	Y	5.87590	6.95623	David Lucero MD
4909	8.35558	1.00000		52.41020	7.23856	5.04765	9.23838	8.35627	60.92826	111.92286	345-79-5420	divoced	4.50810	no	4.58894	6.45040	Sarah Novak
4910	6.34648	0.00000	25.00643	62.71406	5.76659	5.64662	4.43162	4.39409	67.18773	36.91697	088-14-7579	married	6.83190	Y	3.93456	5.12403	Dustin Pratt
4911	5.66053	1.00000	72.20168	55.14901	7.20023	3.57815	5.17715	6.65559	78.27000	52.83902	866-35-9455	nop	5.17214	no	7.25030	5.17303	Micheal Baker
4912	4.65308	0.00000	78.00450	56.52212	5.05670	5.93553	9.21795	6.04679	86.29380	14.12654	867-82-3417	divoced	5.80433	Y	7.23630	6.22697	Angel Moore
4913	6.12328	0.00000	64.81105	32.37982	4.71454	6.91696	6.69488	4.95345	72.93012	137.65553	404-60-2231	widowed	4.38469	yes	7.51496	5.50976	Allen Johnson
4914	5.91033	1.00000	41.32632	17.20818	4.77798	8.13322	7.16438	5.49992	65.70419	37.48743	839-01-7280	married	6.90769	no	4.49009	5.08469	Stephanie Gray
4915	8.18753	1.00000	92.38945	49.50775	8.46524	5.96072	6.25880	7.92274	66.43836	106.97671	144-15-2777	separated	6.18956	no	6.16100	4.22299	Bethany Patel
4916	6.02902	1.00000	74.59105	54.26336	7.68781	5.90698	8.67926	7.27844	56.23343	102.46195	676-45-6970	divoced	4.90312	no	7.12694	4.61526	Anthony Lopez
4917	5.22012	1.00000	43.97745	39.94818	5.95043	7.23287	6.78652	6.31050	77.46925	34.23195	391-81-1198	divoced	6.75952	no	4.50440	5.99625	Robin Cruz
4918	5.89469	1.00000	65.11083	37.99916	2.24377	8.08909	10.51652	5.97482	80.31760	101.25397	822-52-9608	married	5.28211	no	5.04558	7.15610	Linda Barnes
4919	5.07163	1.00000	14.71939	51.00737	8.40699	6.00296	11.47558	6.41491	64.30240	90.42574	337-30-6391	single	5.23478	no	9.13409	7.26185	David Porter
4920	5.26698	1.00000	93.89354	37.73932	5.96168	8.45728	8.51749	3.25043	78.67566	18.73633	015-64-3447	single	3.57444	no	6.36637	5.99874	William Young MD
4921	6.00623	0.00000	76.91720	60.01431	5.57600	5.33129	17.35613	6.05036	76.29408	46.67713	314-61-7288	widowed	5.89828	no	7.18173	7.81864	Kevin Brown
4922	5.94756	0.00000	68.54025	56.07526	4.37706	6.97790	10.00813	4.85259	69.28683	42.67295	541-43-4737	married	6.10704	yes	7.35989	5.90091	Henry Rose
4923	6.74279	0.00000	92.13429	61.98586	5.38386	6.87859	6.38981	3.86513	70.14079	94.95104	170-49-0430	married	6.37077	Y	5.85299	4.37149	Terry Peterson
4924	5.14235	0.00000	95.40214	56.37867	6.09214	3.63615	5.36866	6.64248	66.92615	119.53640	066-71-1135	married	3.81696	no	5.97706	4.91268	Martin Stone
4925	5.94213	1.00000	50.04477	46.06712	4.62299	3.44012	12.81068	6.00818	65.96570	86.35813	277-53-8999	married	5.50781	no	7.95039	6.73309	Christopher Brown
4926	4.74699	1.00000	69.65281	34.03008	4.44065	6.70382	5.26709	7.04584	91.00832	74.46788	182-05-8662	widowed	6.17083	Y	5.38175	5.65117	Charles Prince
4927	5.96628	1.00000	63.88576	52.64853	8.47459	5.06265	16.66327	8.50567	86.29794	114.07650	861-63-7256	divoced	5.56913	no	4.93668	7.54208	Mary Weiss
4928	5.93985	1.00000	14.59934	22.73544	7.43399	3.04838	7.74477	9.02882	72.86478	30.66075	457-25-3291	nop	6.53024	no	2.97127	5.69320	Scott Romero
4929	4.14170	1.00000	36.91956	54.16336	3.76423	7.46881	12.52749	6.57076	73.28021	60.22032	672-88-5363	divoced	5.08620	no	4.43908	7.16126	Jesse Rowe
4930	4.25885	1.00000	71.90782	39.32725	3.28928	7.21445	6.40635	6.65980	68.14040	49.54659	813-76-1837	married	6.86094	Y	5.35301	4.81897	Lisa Hart
4931	5.88543	1.00000	21.68851	63.07685	6.32557	6.84147	5.32491	6.66349	83.72612	105.63379	443-61-6653	widowed	6.08119	Y	3.85422	4.41432	Derek Velazquez
4932	4.22999	0.00000	88.74483	32.86891	4.20041	6.20751	9.33650	5.41367	75.79552	121.43186	170-38-6087	single	5.34168	N	6.26384	6.16634	Jill Gross
4933	6.44821	0.00000	75.89230	55.19288	7.06109	2.12594	6.67143	7.58706	76.09811	34.38716	147-32-1267	divoced	6.17623	no	5.59184	4.32816	Kayla Ray
4934	4.17961	1.00000	27.77783	58.08378	5.78294	4.71270	9.15628	6.16931	85.54631	11.56916	707-82-5978	married	5.85955	yes	8.50278	5.99882	Samantha Cummings
4935	8.36678	0.00000	76.46308	41.41015	5.57605	6.55051	5.30121	4.04746	72.49842	81.43115	783-12-5772	single	6.89459	no	5.42152	5.89232	Felicia Pham
4936	5.23713	1.00000	79.32073	65.79758	4.50042	6.76497	9.04032	7.21462	71.58169	83.46401	878-74-7240	married	7.76284	no	5.32181	6.31839	Amanda Arnold
4937	7.09435	1.00000	69.34505	40.62814	3.64619	7.85561	8.10855	6.26409	77.24169	89.47150	822-52-9608	separated	6.49848	no	5.23335	6.74833	Linda Barnes
4938	5.22877	1.00000	77.73512	45.76260	8.41933	5.80711	7.90931	8.28734	64.25419	78.74986	543-33-0965	single	3.82390	Y	5.56267	5.48088	Robert Armstrong
4939	7.89745	1.00000	31.30183	68.47085		6.76412	3.85447	7.39298	69.44402	63.67290	718-62-3035	single	6.31724	yes	4.05962	5.58674	John Hunter
4940	6.42317	1.00000	27.00209	20.84126	7.38014	4.62715	4.99255	8.57332	64.84591	70.86456	344-45-1958	separated	5.88850	yes	3.92764	6.40355	Andrea Keith
4941	5.30527	0.00000	56.15673	31.79313	5.65095	7.79572	8.65736	3.63874	60.72327	92.66122	849-27-6540	divoced	8.15661	no	7.73295	5.86901	Charles Callahan
4942	5.66794	1.00000	33.22426	46.97811	6.01476	2.04642	3.89707	5.61132	73.15957	38.19750	166-72-8707	single	5.27189	no	8.38147	5.09370	Nicholas Freeman
4943	6.21961	1.00000	8.67810	51.67150	5.04409	4.07558	4.64898	5.22579	60.54731	58.23122	093-22-0317	single	7.40790	no	9.82732	5.11796	Robert Robles
4944	6.25257	1.00000	86.73068	40.11029	6.80588	4.96790	5.01175	7.51820	63.87752	71.84046	366-80-4641	divoced	5.01601	yes	6.05226	4.40158	Shannon Baldwin
4945	6.21756	0.00000	88.99307	70.17056	3.77067	6.30008	5.71124	5.65082	74.57737	46.51012	550-51-5577	divoced	6.24630	Y	6.71697	5.30182	David Valentine
4946	4.92993	1.00000	38.31185	60.98732	9.31718	6.10672	5.88421	7.05330	66.26026	129.77800	478-45-7895	divoced	4.68573	no	8.09614	5.93902	Melissa Peterson
4947	7.09980	1.00000	24.90933	55.98080	8.07448	4.10011	10.74040	8.58132	84.35491	100.51903	454-04-9622	married	6.69471	Y	4.04978	4.89911	Jill Smith
4948	6.51516	0.00000	95.20670	40.00872	4.88018	2.14532	9.13708	8.89941	71.92922	97.72687	526-29-0839	married	5.02815	yes	6.43925	5.40140	Kyle Huerta
4949	6.06139	0.00000	86.82950	59.89665	5.69249	7.03897	8.13954	3.58258	68.70333	-13.96458	385-60-9386	nop	4.04459	no	5.75954	5.83210	Timothy Stewart
4950	6.00818	1.00000	90.05618	57.05409	5.42808	3.34735	16.28371	6.61555	81.16728	70.45454	748-70-9973	divoced	6.14685	yes	6.57743	7.64860	Holly Williams
4951	7.11113	0.00000	79.21243	23.27995	4.26222	4.51362	8.92249	6.62413	71.00354	122.07387	170-75-9657	divoced	6.41951	no	7.31917	5.10583	Tyler Lee
4952	4.96077	0.00000	49.87170	70.85574	3.91980	6.07759	10.51066	6.01383	55.29347	41.51668	506-99-2379	separated	6.39867	Y	7.71330	6.55398	Shelley Phillips
4953	6.24715	0.00000	89.07028	54.59054	5.05652	7.20307	12.38812	3.89767	65.77672	96.42410	850-58-4942	divoced	5.14826	no	6.56282	6.90361	David Phillips
4954	4.63576	0.00000	65.59957	61.18973	4.12163	3.77882	9.38268	7.66337	75.43872	111.85469	821-12-7920	single	5.68965	Y	7.55444	5.66835	Gwendolyn Price
4955	5.73826	1.00000	25.91275	62.69786	7.60825	5.58941	5.45262	6.40124	78.49666	111.03274	714-49-7473	single	5.71551	no	8.80816	5.92604	Cindy Myers
4956	6.13750	1.00000	16.71999	69.04661	5.77560	4.64816		5.79278	69.93259	90.89942	803-13-3969	married	7.05948	Y	9.03873	4.44893	Mr. Brady Flores Jr.
4957	6.78339	0.00000	56.30271	58.55067	4.74905	3.42083	8.38797	6.57441	87.66392	80.34443	082-45-4845	divoced	5.02316	no	7.70123	5.74676	David Morrison
4958	4.83903	1.00000	64.50558	74.20848	3.08578	6.63109	7.70012	8.07688	77.59027	62.34828	834-38-3787	married	7.30468	Y	5.12762	5.98548	Matthew Freeman
4959	6.33083	0.00000	27.64243	67.79699	3.46200	6.01813	13.01727	5.51431	84.92581	107.80298	889-63-8487	divoced	5.95740	no	8.49520		Russell Taylor
4960	6.14009	1.00000	24.14881	45.97773	4.68763	7.65656	5.08060	7.72146	80.25516	25.51258	167-12-5693	married	5.80811	Y	2.48648	6.02790	Justin Wallace
4961	5.57471	0.00000	85.27272	47.43571	3.10441	6.44547	8.72083	5.71381	71.96921	-14.93058	039-77-4687	separated	6.86979	no	6.75033	3.94780	Roberta Conrad
4962	7.01342	0.00000	69.20428	34.32866	5.31519	5.99449	9.66570	4.78737	82.76866	94.09632	139-22-8479	divoced	4.47523	no	5.29936	5.76870	Angela Weaver
4963	7.01547	0.00000	68.65176	29.74025	5.76085	5.51478	1.00378	6.14606	84.74683	33.37082	697-48-6284	separated	5.56747	no	7.30094	6.04464	Justin Osborne
4964	5.67615	1.00000	57.32663	55.82366	5.27145	7.61146	8.26619	5.41221	74.68996	114.08611	200-29-0906	widowed	6.75208	Y	5.08402	3.79441	Tiffany Craig
4965	5.68306	0.00000	93.04033	64.12208	6.67049	3.97845	8.89449	7.30176	68.62465	82.55024	385-60-9386	single	5.48035	Y	6.55696	5.84902	Timothy Stewart
4966	7.13884	1.00000	83.48378	68.27944	4.83744	5.79075	6.41450	7.70511	74.18392	91.17684	518-52-0199	widowed	5.64439	no	5.91887	5.46006	Kelly Morse
4967	5.29095	1.00000	27.03566	48.62738	5.30875	6.14498	6.37288	8.70570	68.91119	47.01592	176-23-3481	divoced	6.64466	no	4.15164	6.04573	Glen Douglas
4968	6.49781	1.00000	79.25883	55.74845	5.48843	3.79003	9.24535	6.61290	74.64410	67.35627	063-84-1630	single	6.24123	yes	7.05602	6.00009	Anthony Morris
4969	6.39374	1.00000	19.27312	10.29549	4.03828	6.77820	9.15703	7.84561	72.48408	92.10275	258-21-2049	married	4.09364	no	3.91065	6.45382	Jack Grant
4970	5.80498	1.00000	81.55418	56.26404	6.09881	7.78470	5.07703	4.68355	51.39538	96.68050	539-90-4754	single	6.83366	yes	5.95260	6.47398	Melissa Anderson
4971	7.24578	0.00000	17.80601	52.12328	3.64491	8.20911	5.73265		84.31179	65.63377	808-21-3533	married	6.10742	yes	8.79908	5.97554	Mary Lucas
4972	6.38898	1.00000	78.19152	44.97550	4.03863	6.71882	12.68555	6.65911	78.51182	92.59683	697-81-5011	widowed	6.06634	Y	5.65655	7.18211	Jonathan Turner
4973	5.85547	1.00000	36.55066	64.83883	8.47512	5.69718	2.72269	8.99719	74.67594	105.04918	598-40-1404	married	5.87019	no	4.35262	4.92869	Connie Lozano
4974	6.99166	1.00000	34.08730	50.87350	8.04711	5.50657	6.85165	6.54029	71.25530	47.31517	739-57-7268	married	5.18869	no	8.37208	5.79087	Paula Davila
4975	5.58615	0.00000	38.51760	68.84907	5.64352	7.70936	11.49188	4.08232	72.00627	26.41540	310-54-7996	divoced	5.76471	no	8.31201	5.70121	James Cole
4976	5.50664	1.00000	18.28938	72.42100	4.52910	8.46600	6.78548	6.62680	67.85161	21.33070	243-68-7147	married	4.74507	no	2.73989	5.47672	Michael Ramirez
4977	4.17515	0.00000	80.50110	50.45260	4.36325	5.87218	4.98101	6.13383	76.28269	31.77855	086-58-4835	separated	5.50882	no	6.94540	4.52409	Kimberly Walters
4978	4.88160	0.00000	81.80254	22.39850	4.30221	6.84816	14.80437	4.60101	68.54424	26.24182	570-69-4266	married	6.40256	no	6.61627	7.54451	Larry Herrera
4979	5.22883	1.00000	45.18368	70.43660	4.42378	7.01113	6.19690	7.00229	83.87866	30.99259	073-30-5407	single	5.67427	yes	4.42315	6.39011	Warren Chan
4980	5.71392	1.00000	79.98674	36.50204	6.36765	3.94715	6.34005	6.48033	77.12751	60.75655	817-50-6095	divoced	5.38130	yes	7.10199	4.41492	Patrick Leon
4981	6.44312	1.00000	62.77544	59.31206	7.14294	4.24658	6.38949	6.69090	78.76961	-29.13647	724-29-0024	divoced	6.31416	yes	7.52062	5.00655	Crystal Blevins
4982	4.20124	1.00000	45.07561	63.52958	3.74031	7.79179	14.30235	6.42467	61.25383	91.62387	525-68-5789	married	5.74413	Y	4.41907	6.68062	Amy Adams
4983	7.05566	0.00000	86.85739	60.53813	6.15467	5.02214	4.44802	5.47808	73.42344	46.81278	671-71-5827	divoced	5.63555	yes	6.61269	4.92918	Mr. Cameron Salazar
4984	6.12013	0.00000	66.29677	40.35212	3.39682	6.12229	1.80897	6.36911	75.53596	41.93015	623-67-5772	single	7.19441	no	7.37974	4.21236	Paul Sandoval
4985	6.20846	0.00000	29.74530	46.35793	5.77254	7.85871	9.34994	3.93753	77.16694	84.14907	658-50-1918	divoced	5.92308	no	8.49219	6.29530	Henry Mooney
4986	3.93362	1.00000	86.54938	32.28970	5.26258	6.39161	8.72106	6.84361	70.23637	56.46830	095-62-2947	nop	5.06118	no	6.04429	4.75539	Jenna Wright
4987	3.00225	1.00000	87.14369	40.14987	4.81258	6.17102	20.22139	6.59333	77.48628	96.33538	721-64-2222	single	5.33496	yes	6.05624	8.12837	Charles Villarreal
4988	5.04119	0.00000	82.05806	62.32997	4.28555	7.08406	9.56475	4.37899	69.28332	12.72457	661-87-5167	divoced	5.76850	no	6.58869	6.37839	Dillon Peters
4989	7.32183	1.00000	21.32842	56.75501	5.37953	6.91577	9.27528	7.10563	71.29326	35.42919	079-33-5866	divoced	7.21851	no	3.94123	5.56467	Kevin Phillips
4990	5.84267	1.00000	23.18251	50.43177	5.65904	3.64980	8.37323	5.89932	75.22283	52.48858	185-49-6643	separated	6.19935	no	8.47057	5.88174	Andrew Mcgee
4991	6.78818	0.00000	90.45694	59.76721	5.41487	3.32255	7.01140	7.97121	66.69385	41.01267	359-30-9403	divoced	6.08433	no	6.17665	4.81890	Maria Baker
4992	5.18242	1.00000	35.08799	49.47040	5.80597	4.39663	8.55213	5.98020	73.79464	24.63080	455-15-7740	single	5.20010	yes	8.17829	6.05155	Jason Harris
4993	8.03968	0.00000	61.57735	42.19946	4.83033	5.39286	4.28180	5.62317	76.85840	61.70581	336-79-3172	separated	5.00399	yes	4.94161	5.77684	Jeffrey Schmidt
4994	5.82056	1.00000	76.52011	31.24287	8.11359	4.99659	5.60017	7.10136	76.24717	76.45064	270-37-1502	divoced	6.49028	no	7.07848	4.70619	Barbara Lewis
4995	5.45060	1.00000	48.15402	43.65400	5.94802	3.81325	6.30541	6.32118	75.13778	42.83808	486-10-1550	divoced	5.19336	Y	7.69999	6.51811	Jill Guerrero
4996	5.22945	0.00000	91.51284	63.26859	4.81329	6.65839	9.09621	4.86355	71.52623	62.24910	598-60-0268	divoced	6.62883	no	6.67329	6.61796	Casey Robinson
4997	6.84590	0.00000	58.51404	50.95105	2.73736	4.36979	8.18847	8.50236	79.67342	34.21351	360-15-9117	single	8.16655	yes	7.49186	5.73428	Eric Mullins
4998	6.36058	0.00000	86.02057	38.40517	4.68726	5.24656	7.79344	7.72936	79.27269	123.76802	701-04-8509	divoced	6.32206	no	6.88464	6.02619	Stephanie Cook
4999	7.43762	1.00000	48.93461	53.94682	5.01104	8.37426	9.99762	4.40976	64.91190	83.69020	105-43-9129	divoced	6.66295	no	4.68710	4.97680	Kimberly Campbell
5000	5.26277	1.00000	26.34585	45.33347	7.98783	5.23122	10.68581	6.65319	63.83161	46.26208	678-41-4757	divoced	3.73030	yes	8.48233	4.89353	Samantha Dyer
5001	4.98429	1.00000	34.73556	36.11161	4.34277	6.99659	9.42740	7.39581	68.09958	65.91347	244-18-1672	married	5.78734	no	4.16058	5.61132	Jonathan Wilkinson
5002	6.76164	1.00000	16.09785	72.30681	3.34045	8.08480		6.47686	79.77423	55.15344	306-52-9492	separated	6.08598	no	3.49087	5.61994	Robert Kane
5003	5.73571	1.00000	41.54108	37.71838	4.67932	6.71908	4.69004	7.27419	77.03588	16.81846	802-85-1061	married	4.61763	N	4.63392	5.90151	Alicia Anderson
5004	4.82814	1.00000	8.82488	74.43845	7.34645	5.45481	8.73304	5.69830	68.89657	63.22822	734-06-0736	married	5.36286	no	9.72230	5.42923	Ronald Brewer
5005	5.55911	0.00000	16.79140	46.92573	4.85071	7.67920	12.55258	4.66448	86.72611	120.04351	565-94-1417	divoced	5.77584	no	8.91038	6.22516	Philip Vasquez
5006	4.36120	1.00000	89.14722	38.35171	6.23729	3.10811	8.72822	6.88013	74.95144	56.33246	051-58-2690	divoced	3.53864	N	6.73890	6.27407	Daniel Duncan
5007	6.62972	1.00000	89.99892	35.38849	5.96616	5.01273	5.98186	7.22554	82.08097	90.73661	722-32-9905	single	7.06012	no	6.23903	5.06816	Holly Crawford
5008	6.19938	1.00000	7.73507	58.22808	4.68846	8.46349	6.44809	5.88023	78.20199	32.81120	030-13-6181	married	6.15163	Y	3.12988	4.54845	Steven Nash
5009	4.21759	1.00000	80.25641	52.87532	8.65810	6.26667	8.87559	7.57577	75.54547	150.87306	886-59-8040	married	6.13250	no	6.91027	6.13936	Miss Ashley Garcia
5010	6.25209	1.00000	12.81945	65.71257	2.59642	7.65006	9.65068	7.93758	73.07329	34.43968	441-63-9256	divoced	5.75536	no	3.49728	7.08560	Bonnie Smith
