ssn,etytr,indicator,alp,er-cv,leukocyty,hbver,alt,trombocyty,ast,weight,hematokrit,smoker,hemoglobin,erytrocyty,blood_group,sex,race,age
514-99-5385,4.18205,1.0,75.92079,66.937,6.5357,7.18091,9.19807,5.49764,80.73405,76.92442,6.79699,0,5.26459,4.03776,2,1,0,11
389-07-6807,5.34534,0.0,84.74757,76.17135,6.2066,7.91747,12.34262,2.80688,84.87678,50.82705,5.2114,0,6.88946,7.23604,3,1,0,24
837-12-1424,5.78339,0.0,87.40358,51.20917,4.39278,4.79147,12.31598,7.91846,77.19907,55.85861,6.1837,1,6.61754,6.86273,3,1,0,62
190-53-7060,7.05751,0.0,24.29751,41.48488,5.03206,8.76224,9.16061,3.0055,78.72977,81.56555,6.62605,0,8.6617,5.51422,0,0,0,63
191-13-3353,7.66374,0.0,53.24686,68.73485,1.93001,7.06508,9.19426,5.84744,75.03312,30.82392,4.92742,1,7.95309,5.81135,5,1,0,67
555-24-0479,7.59391,0.0,85.40073,59.36338,5.91618,4.35777,4.85567,6.89412,83.31486,89.80479,4.38528,0,6.58028,6.3614,4,0,0,21
040-39-8229,4.74551,1.0,25.81488,72.72215,7.6556,5.01374,8.89619,6.4501,76.7283,81.90974,5.3335,0,8.35183,6.25409,5,0,1,114
112-06-5331,3.85307,0.0,88.4384,63.22958,4.72786,6.42881,10.99788,5.16079,73.73011,43.97581,5.12771,0,6.74289,6.42364,2,1,0,47
503-76-7534,5.64147,0.0,49.38252,47.43656,4.11697,4.28471,6.69612,7.65182,71.74127,107.10736,6.34383,0,7.74828,5.64632,7,1,1,16
502-80-0279,4.77068,1.0,67.52985,23.92865,4.59054,7.73221,12.93745,5.77281,58.29748,27.09393,4.96066,0,5.27778,5.68683,4,1,0,80
557-39-9440,5.77982,0.0,30.6865,45.02805,3.35278,7.48392,11.53196,4.881,65.91873,51.86564,5.68911,0,8.17306,6.65936,1,1,0,30
683-71-8924,7.58097,1.0,26.7698,40.90046,6.05249,5.62268,10.52218,8.98448,75.06957,80.86643,6.6892,1,3.89346,6.88745,6,1,1,19
607-64-7115,5.6337,0.0,87.39594,58.3818,4.86657,6.78613,15.92153,4.65392,59.56819,81.10414,6.10707,0,6.67048,5.20773,7,1,2,58
029-09-1329,4.60369,0.0,79.86799,55.67192,5.81903,6.79469,7.96869,4.4894,70.92261,55.03789,4.81569,0,6.92099,4.79585,5,0,1,16
304-01-9273,6.31861,0.0,92.35331,44.45199,5.4145,3.2772,8.60353,8.35447,68.62699,8.53634,5.51334,0,6.05295,4.33787,1,1,0,111
181-39-7421,6.93105,1.0,92.75498,56.77468,4.35574,5.86787,12.65002,7.47036,64.15492,73.93783,5.31201,0,,7.50093,0,0,0,114
120-01-9173,5.96355,0.0,89.65624,51.24592,5.77374,7.71568,10.02399,3.06339,68.57294,122.42456,6.84505,0,6.71524,5.17603,5,1,1,19
494-07-3035,5.88145,0.0,44.47428,39.43286,4.49132,4.83873,9.45069,5.54487,78.96132,16.58276,5.0507,1,7.97889,5.44452,5,0,3,111
333-21-3236,6.75216,0.0,43.14145,43.33451,4.72728,5.68858,14.85457,6.28718,74.71965,76.7448,7.6596,0,7.88264,6.16289,6,1,0,3
464-59-8221,6.09177,0.0,79.06233,44.36421,5.67873,4.12314,12.07981,7.3677,73.11868,26.05694,6.11211,0,5.51996,6.96902,0,1,0,28
421-06-9806,5.87158,1.0,25.91402,52.61937,8.2163,7.8236,9.2916,7.08165,68.54472,147.98111,5.45537,0,8.66135,5.5531,2,1,1,49
025-95-7358,3.91139,1.0,83.06943,47.24778,6.04932,4.02513,12.70731,7.26951,82.18928,105.7863,5.24422,0,6.83053,6.69718,2,1,1,98
800-98-1149,5.216,0.0,83.58613,51.91358,4.95242,3.46768,8.52967,7.44231,85.24404,30.1281,6.20581,0,7.05956,5.97373,2,1,0,68
597-82-2404,6.5061,0.0,56.77362,42.41073,4.73883,5.83471,8.29471,4.95117,69.63611,0.88933,5.91197,0,4.89554,4.83843,4,0,0,9
843-01-8028,5.43237,1.0,47.34332,53.03889,4.61463,7.99305,,7.65258,78.71743,60.80971,5.05759,1,1.60037,6.40699,6,0,1,113
160-49-0752,4.30232,1.0,54.59579,37.76687,7.41934,6.79921,12.92807,6.96833,73.27337,92.55238,5.44764,0,7.68278,6.27706,7,1,4,39
798-79-0529,5.80687,1.0,45.56781,56.89712,4.55927,6.19536,10.10841,8.00903,63.837,32.93633,5.0878,0,4.55497,5.36041,3,1,0,35
848-26-5353,4.87965,1.0,85.1819,60.83009,5.73675,6.50982,6.27791,5.85448,69.08936,78.25378,3.66831,0,6.42063,5.52032,7,1,3,47
429-43-1088,6.23384,1.0,12.76272,59.38784,8.58972,7.69574,5.48894,6.84152,64.39922,58.35274,7.12406,0,9.24907,3.83085,3,0,0,29
621-08-7948,6.48063,0.0,25.21998,70.03064,6.22767,3.25686,6.59488,5.94519,72.07623,76.15897,6.36531,0,8.59302,5.25754,1,1,4,9
226-45-5482,6.8851,1.0,17.79047,55.58327,7.84533,5.5991,8.37737,6.42194,65.34003,83.38478,5.1017,0,8.76168,5.81502,0,0,0,55
163-69-8157,5.98073,1.0,20.76967,53.49549,6.57745,5.13445,7.79311,5.64925,78.24976,50.37612,6.17032,0,9.67992,6.33832,7,1,0,2
174-73-9038,5.30207,0.0,19.83812,61.31728,5.02046,7.61251,6.04684,4.35654,76.44889,57.03175,5.0073,1,8.45825,5.16609,4,0,1,17
360-15-9117,4.74878,1.0,56.32992,46.59039,5.41742,5.95171,9.65346,8.23371,85.46757,50.98471,5.75524,0,4.79514,5.32437,7,0,3,51
050-06-2113,6.20747,0.0,77.9548,48.78583,5.07502,6.31206,7.92982,4.96893,73.45095,88.26909,6.32787,1,6.06832,4.73113,6,0,0,115
129-20-9580,5.35904,1.0,57.56774,54.93194,5.92607,2.61612,6.37765,6.19809,67.38228,64.83819,6.36222,0,7.68604,4.89477,6,0,1,25
070-82-5583,7.40012,1.0,57.09525,74.15906,2.64285,6.54275,8.80256,8.14744,71.44245,25.79107,4.85774,0,5.00628,5.52215,0,0,4,106
343-04-5539,6.30341,0.0,80.03519,21.84639,3.94378,6.43776,8.5324,5.52541,76.64392,60.60824,5.62336,0,6.84089,5.19604,4,0,0,78
057-78-6129,4.75876,1.0,85.68051,57.15785,6.68722,3.69116,5.27499,7.35839,78.64647,57.31088,4.70335,0,5.73213,5.56259,1,0,4,111
309-04-2400,6.18185,0.0,79.80148,43.03568,4.51832,7.73577,9.44605,3.54226,68.82145,54.88036,7.11418,0,6.99396,5.85191,4,0,0,55
811-25-3926,4.65391,1.0,53.94268,49.96555,6.25207,5.67578,15.00538,6.68823,73.62876,33.18623,5.65746,0,7.61193,7.60994,2,0,1,73
245-10-0715,6.6849,1.0,65.25782,73.31348,4.85253,6.07714,8.37876,,63.83258,46.85262,5.01893,0,5.21802,5.90126,5,1,0,5
650-04-6809,7.1978,1.0,92.12452,56.56054,7.25316,3.43881,8.25817,7.38548,54.46273,62.09135,5.93818,0,6.06441,5.86687,2,1,3,97
487-77-8701,6.64352,1.0,15.45952,44.40993,6.8943,3.67276,11.27894,5.6682,79.47169,35.26265,5.68582,0,9.10731,7.30787,5,0,1,92
759-58-4135,5.39244,1.0,34.30564,61.78036,3.67352,6.24534,8.12796,9.11061,67.76342,85.10349,6.08841,0,3.97572,6.09257,1,0,0,3
167-30-3831,4.79618,1.0,27.11726,50.59952,7.12928,5.05307,11.09705,8.43131,70.1081,85.8386,5.48989,0,4.17555,6.49078,7,0,3,18
311-96-2971,6.72777,0.0,70.84006,13.80391,4.32776,6.01151,11.27515,5.23596,61.90982,95.85912,5.81914,0,5.52759,6.27439,2,0,2,77
222-97-7999,4.40219,1.0,45.65543,30.03995,4.92358,7.72514,16.28493,5.61326,79.87905,57.34831,6.32469,0,4.5605,7.40923,6,0,2,14
845-29-3400,5.94415,1.0,26.99954,44.63828,5.10513,7.10185,14.11365,7.49469,72.62261,46.73025,,0,3.98969,6.59029,7,1,0,8
806-75-0220,6.05291,1.0,60.26573,59.84484,5.59858,6.32687,10.75852,7.46927,68.28545,34.71196,6.20047,0,4.85313,3.81479,1,0,0,102
170-29-9438,6.43193,1.0,19.674,50.32273,7.02281,4.85974,12.1462,8.63674,83.10465,59.10231,5.56552,0,3.53228,6.50028,4,1,0,114
652-61-6724,5.3193,1.0,25.75624,61.5366,5.68362,8.50264,10.26302,6.01223,76.23022,24.89914,5.54545,0,2.16755,5.6909,7,1,3,32
545-43-1452,6.70423,0.0,62.45487,65.6775,4.98246,5.39489,7.82631,6.28076,84.00787,120.99685,5.90619,1,7.5931,5.36777,3,1,0,103
292-93-5949,4.99313,0.0,91.20589,66.82236,6.07199,7.289,9.03314,3.54222,81.075,-2.6531,4.6173,0,6.47518,4.2014,2,1,4,44
481-55-0892,5.64377,0.0,91.96276,33.14647,5.78971,7.26387,5.00321,3.59074,70.34967,43.84312,5.91738,0,6.49495,5.48396,0,0,2,83
042-11-7726,5.58727,1.0,14.25258,46.34613,4.38861,8.14306,17.24593,6.4134,77.50957,127.23172,6.13293,1,3.0039,7.2412,6,1,0,57
308-18-0796,6.71143,1.0,,34.36809,8.22234,5.8224,8.34308,7.81185,65.98135,110.23578,7.38046,0,5.95522,5.86646,5,1,3,83
479-86-7083,5.41952,1.0,46.31788,30.48723,6.75486,3.99507,7.72115,8.04787,62.03931,50.34266,4.53403,0,4.71746,5.12462,2,1,0,11
796-71-9746,6.06197,1.0,76.63401,43.62356,4.11548,7.74454,7.34778,5.38014,68.78074,91.06871,5.72485,1,5.54926,4.52336,5,0,3,92
209-45-6606,6.84003,0.0,68.5428,58.06708,4.3982,2.48357,7.9402,9.12048,65.20156,27.76112,3.83394,1,7.22479,6.09241,4,0,1,12
166-96-5353,4.64043,1.0,39.32847,29.27805,5.5057,4.95652,9.1082,9.85283,62.73487,29.77756,6.2762,0,4.43851,6.46697,4,0,0,7
689-14-7259,6.56412,1.0,88.50558,40.89692,8.07079,5.93423,7.95608,8.15435,57.78056,63.50299,6.13433,0,6.31478,6.13059,2,0,3,110
371-91-5490,5.1828,1.0,66.08223,45.61991,5.74243,0.92623,10.34272,7.06428,71.60057,55.41677,4.68146,0,5.22159,6.51177,6,1,0,12
684-39-4422,5.5757,0.0,53.32838,46.83581,3.07355,6.66951,9.32062,5.93864,67.9648,95.78142,6.10921,1,7.81287,5.86601,2,0,2,59
465-01-6369,4.67331,1.0,39.18889,48.57735,5.69644,5.94795,11.13763,8.43693,77.31913,8.16789,5.76283,0,4.43501,4.90187,2,1,1,103
460-66-8872,4.22307,1.0,25.64182,40.89048,4.55623,9.15482,10.58184,5.83019,75.88122,65.75555,4.76897,1,2.28142,6.79657,2,0,0,113
811-88-5228,7.165,0.0,16.46284,52.04687,2.58648,7.64448,14.62392,5.72664,55.30132,31.96516,6.74502,0,9.01771,7.19171,5,1,1,11
508-99-1057,5.20433,1.0,23.5321,67.2632,4.50507,7.47466,7.91956,7.81383,65.45281,89.52965,6.07731,0,2.27757,6.13242,2,0,0,20
887-20-6726,6.09584,0.0,20.83158,55.32846,4.63153,9.39251,12.3149,2.96628,78.74479,64.91881,5.9957,0,9.85771,6.73364,4,0,0,4
352-02-7047,4.67028,1.0,24.37465,86.4815,4.13452,8.58927,13.49648,5.67867,71.1965,9.10579,6.53927,0,2.60774,6.6508,0,0,0,105
233-16-4806,7.33045,0.0,59.84994,45.93955,6.70226,2.32772,7.76898,8.68776,74.42215,82.32518,5.43181,1,4.81558,4.81988,3,1,0,82
193-82-5850,4.69809,0.0,88.67383,42.47374,5.1839,4.99907,22.03395,7.18389,74.88056,99.16663,5.37099,0,6.86278,8.01807,4,0,0,3
042-49-0177,4.76611,1.0,17.37848,57.08364,5.6485,6.32407,8.97565,8.86914,65.9073,49.49837,5.88002,0,2.70404,5.3795,5,1,0,45
327-23-5174,5.60204,0.0,15.63292,37.79554,5.09698,5.44686,14.08078,4.66593,67.05588,73.70285,7.10913,0,3.45408,7.29511,6,0,1,113
245-33-4444,5.59625,0.0,70.43931,40.31191,4.27232,7.13759,17.96142,4.66716,76.67832,63.84776,6.53656,0,7.24582,7.65712,3,1,1,91
786-41-0253,5.48482,1.0,72.5503,76.99059,7.33246,6.22427,11.44889,7.6501,78.41457,85.70483,6.32043,0,7.03297,5.16466,7,0,0,19
765-95-0387,5.40711,0.0,19.61195,42.67559,4.08083,8.01535,8.589,6.17264,77.0847,99.55098,4.26484,0,3.79275,5.45128,0,1,1,88
301-59-1042,5.14551,1.0,90.73543,51.66503,8.58979,4.86437,8.90648,7.23568,69.97663,97.9123,5.80053,1,6.58165,6.07426,4,0,2,63
286-78-0920,6.07056,0.0,52.79179,66.65338,4.88864,5.58125,9.05213,5.21074,70.09541,59.49883,5.94666,0,4.8091,4.13811,1,0,0,71
579-46-5297,5.15001,0.0,92.51207,76.16876,6.06323,7.35282,17.47102,3.46412,77.94956,20.25501,6.01045,0,6.79508,7.68003,7,1,3,100
211-88-3207,4.20836,1.0,49.61328,55.05358,8.0219,7.08459,13.04989,7.25477,65.39581,60.66823,5.74612,1,7.96458,7.58313,2,1,0,114
857-88-1372,4.90083,1.0,61.97961,23.97678,6.31213,4.75053,11.04852,6.67522,70.80246,53.0715,6.89032,0,7.57282,5.11928,7,0,0,89
769-51-0053,6.03591,1.0,58.57937,53.86799,8.60755,6.68844,7.82799,7.23259,65.53505,64.45955,7.4804,1,7.66201,5.53805,5,0,3,17
498-67-6726,5.59731,0.0,76.53461,58.4231,4.8195,6.87062,6.57998,4.74218,72.90372,66.15214,5.58464,0,7.02598,5.86699,4,1,4,104
021-55-4621,5.92356,0.0,64.68049,45.45021,4.71848,6.34484,11.46483,4.95062,59.98852,73.31939,6.57291,0,7.47584,6.28115,6,1,3,85
307-28-8890,4.94186,0.0,84.2556,51.34826,7.53665,3.02251,11.45962,7.14053,74.97499,40.07035,5.4426,0,5.63959,5.47299,3,1,0,25
714-98-9581,6.50646,1.0,71.30573,38.87002,7.38949,4.71979,13.08499,8.06109,84.09289,54.30454,6.11145,0,5.32338,7.15795,0,0,0,111
447-35-5516,5.59001,1.0,67.44874,79.20161,6.99594,5.00449,6.09419,6.99563,69.86936,39.07951,6.43337,0,7.44961,6.20418,5,1,4,59
609-64-8848,5.75422,0.0,72.72299,70.19013,4.13473,4.11019,8.87973,6.56052,79.68994,82.20355,5.51274,0,7.28469,5.83554,2,1,0,48
608-39-9442,6.07467,0.0,83.51763,54.74127,5.48599,4.42769,5.06915,8.03957,89.28307,75.02396,5.52409,0,5.67344,4.08774,4,0,0,97
780-21-3532,5.61472,0.0,75.39631,36.49082,5.96474,8.31874,7.76702,2.46506,72.0677,72.01148,4.33019,0,7.08672,4.34918,3,1,0,68
010-42-7313,6.68566,1.0,19.37329,55.78508,4.0027,7.28553,7.04052,7.72908,75.74038,73.75018,6.49158,1,3.57102,5.75287,1,1,1,70
396-53-0662,7.48365,1.0,14.63754,50.17398,4.465,3.52498,7.0714,5.28973,61.77245,39.22527,6.12042,0,9.00911,5.89232,3,0,0,86
393-07-3842,5.12619,1.0,66.13872,62.95884,2.67916,7.33798,16.28573,6.60257,79.0808,63.11032,6.09548,0,5.04129,7.53294,2,1,3,5
596-28-5793,5.17282,1.0,82.17037,45.41107,8.39265,5.89046,11.79755,7.79682,72.64932,56.46464,5.84853,0,6.19526,6.17989,5,0,1,15
298-26-4328,4.60623,1.0,64.36476,52.73313,6.6768,4.82066,7.19286,6.64012,78.13837,101.07069,6.01297,0,7.55043,4.18517,3,0,0,47
746-54-5618,6.60224,1.0,18.2231,51.90791,4.03365,7.84857,5.40505,6.63043,67.69352,139.55624,6.11564,0,3.7232,5.40655,5,1,0,20
715-86-8749,5.56822,0.0,90.84094,43.01466,4.8497,4.14457,6.19633,7.40286,80.7247,58.64548,5.01665,0,6.02008,5.04523,4,0,0,73
885-18-6973,5.52126,1.0,91.83786,68.98294,8.66765,6.19421,5.69516,8.12783,72.30029,87.71748,5.10006,0,6.39059,3.87376,3,1,4,40
840-75-9418,7.14641,1.0,83.7606,40.78535,7.00678,5.62264,7.25307,7.7283,71.03829,98.18739,6.0827,1,5.95964,4.96455,4,0,3,105
551-12-3278,6.74342,1.0,36.47083,62.35264,7.70723,4.5912,8.07217,6.32064,69.59116,63.31051,5.94827,1,8.29874,5.70208,6,1,1,52
643-92-0786,4.89838,0.0,77.08426,60.28611,5.35231,5.43549,10.74578,5.46781,74.97613,68.43553,6.25144,0,7.07521,6.1301,6,1,0,22
688-77-0087,6.01585,1.0,34.95921,80.16751,3.68543,8.60223,9.74383,5.33053,72.02918,78.52124,7.01515,0,4.33234,5.67969,4,1,0,54
453-48-2009,5.46968,0.0,80.33152,62.19088,6.69925,3.02251,7.39466,7.34444,75.01828,129.07359,6.86902,0,5.5217,6.10258,5,0,2,79
180-49-2718,4.8672,1.0,19.98009,78.38934,6.73297,4.62999,4.31083,5.97468,74.48318,65.13832,6.16999,1,8.895,4.91229,4,0,1,85
827-69-9907,5.62641,1.0,73.94301,47.24045,4.70628,2.2389,7.24207,6.045,67.39065,60.98523,5.73834,1,7.05239,4.47491,1,1,1,100
302-68-4893,6.11397,0.0,43.2313,51.75661,3.68153,5.1858,11.36527,6.79229,71.1197,9.1141,6.64883,0,8.00759,6.59415,1,1,3,113
207-49-3823,5.99619,1.0,39.73206,62.35995,4.74553,6.6788,11.449,7.0382,67.1664,1.65843,5.69807,1,4.43643,7.03807,4,0,0,17
387-46-4429,5.87454,1.0,86.34688,62.17676,6.39257,2.80379,6.1441,6.67681,71.85533,5.1888,5.133,0,6.61072,5.05904,7,1,2,103
494-24-3960,6.54344,1.0,75.44038,50.85999,6.08057,4.40914,9.01668,6.87417,71.1368,97.02533,7.01876,0,7.08104,5.93582,3,0,1,88
193-03-7997,5.25785,1.0,53.96066,48.67068,7.30528,6.31003,6.34231,8.83109,73.47339,63.69167,8.2235,0,4.75316,5.0543,2,0,1,11
036-54-0586,7.71875,1.0,21.95937,57.47685,4.7687,5.83525,7.73246,9.43425,67.31572,86.63255,7.02354,0,3.8354,6.22704,7,0,3,86
745-52-4396,7.27151,1.0,55.65357,31.22254,5.78047,7.08042,10.21366,6.35512,69.71725,44.66876,5.74652,0,4.96928,5.31347,3,0,3,38
665-29-0603,6.05428,1.0,88.96254,38.44171,5.17665,7.38674,11.36143,4.92738,71.51975,72.85547,5.93549,0,6.53427,4.88566,6,1,0,88
604-64-8617,4.93867,1.0,45.21851,59.50263,3.8161,7.51909,11.03733,6.48754,77.91629,97.50063,6.37209,1,4.78713,5.25175,3,1,3,78
596-31-4769,4.53241,1.0,79.53901,56.7173,5.65427,7.05659,7.3649,6.00688,65.09225,56.26313,4.29909,0,5.48025,4.12966,5,1,0,46
157-44-2433,5.3316,1.0,83.39812,58.38587,6.26643,1.77986,4.22406,7.23063,78.69995,103.6697,5.6211,0,5.49962,4.98966,2,1,1,74
479-97-2402,5.04212,1.0,84.37983,23.62168,3.85073,7.00426,12.04952,6.80839,70.65951,94.15223,7.44983,0,5.70768,6.05358,5,0,3,20
186-65-0085,4.41914,0.0,81.84897,34.97755,1.89609,6.60495,11.89787,5.82608,75.97633,94.0926,3.27188,0,6.68859,7.45975,0,1,0,60
073-20-2250,5.51251,1.0,86.19786,60.11969,8.1643,5.19801,6.02035,7.80366,80.4999,54.0202,5.29384,0,5.93705,6.067,2,1,0,63
731-85-4586,5.80147,0.0,84.89692,39.55054,5.12899,2.32904,9.62349,6.89432,62.81932,74.47152,6.55308,0,7.03397,6.15487,3,1,0,29
638-73-4598,4.78923,1.0,72.42551,50.28303,4.68618,5.70878,6.80761,8.09008,79.76867,59.21432,5.87929,0,5.23702,,2,0,3,98
561-82-8510,6.12093,1.0,70.8025,50.18426,8.06522,4.92285,8.44222,6.8816,72.6315,64.4657,5.87095,0,7.35668,6.65245,1,0,1,53
609-62-2168,5.67376,1.0,14.58576,46.89631,5.72996,8.39286,6.71215,5.56899,68.21264,22.36481,6.70559,0,3.25859,5.74159,4,0,0,107
470-82-7574,5.61665,1.0,18.65125,23.85959,5.92791,4.21999,4.4093,4.69685,66.80113,74.17249,4.53628,0,10.25253,4.4239,6,1,0,69
401-03-7234,5.25022,1.0,44.0994,65.40475,9.50945,8.21684,8.21522,7.35012,66.43639,75.9577,5.26845,1,8.07432,4.95615,0,1,1,22
872-04-3618,6.33066,0.0,67.82229,70.45768,4.23267,5.90367,6.96414,5.80758,78.03781,102.78652,6.23309,0,7.40568,5.15467,2,0,3,98
095-62-2947,6.10441,1.0,40.72684,62.22119,7.2249,5.43362,16.01419,6.7553,70.30951,15.50412,5.13676,0,8.17161,7.32106,1,1,0,39
552-40-7444,4.45401,0.0,47.44625,33.8676,4.31482,7.99996,11.25579,3.90841,76.69312,112.15778,6.47656,0,7.94343,6.60586,1,0,1,10
181-70-0434,4.55034,1.0,29.55453,50.07346,3.35543,6.48236,9.25757,8.07685,72.17404,104.0277,5.0925,0,4.29058,6.89583,6,0,0,4
690-43-9011,5.99499,0.0,86.39552,60.98339,6.32903,3.97499,11.97873,6.17337,65.73147,82.85068,6.47385,0,6.52516,6.35868,1,0,0,67
862-58-7592,6.32154,1.0,68.21469,26.27118,4.6231,7.93631,14.66331,3.48085,74.49092,163.93246,6.31516,0,7.29542,5.98687,0,0,1,69
859-44-8724,5.91727,1.0,25.44246,42.41731,4.40962,8.17291,15.8619,6.14708,80.89239,66.61809,6.53931,0,4.04096,7.19291,1,0,0,93
145-47-6965,5.36375,0.0,73.15044,49.87729,3.90246,5.66667,8.29047,6.20263,75.8842,74.97542,6.2787,0,7.12503,5.87313,4,1,0,49
472-08-6118,6.01171,1.0,88.93933,66.79784,8.49956,4.44738,5.17568,7.61033,70.90427,147.82618,4.1582,0,6.15839,5.64886,2,0,0,26
460-59-1462,4.20105,1.0,63.55612,26.53547,4.57875,6.73012,13.83324,7.11353,78.83613,71.12472,6.53463,1,5.03738,7.0903,1,1,0,113
643-54-7000,5.59638,0.0,87.42254,70.47645,5.25225,6.4845,4.82048,4.80989,69.89791,32.42277,5.20581,0,6.4372,5.53478,7,1,0,114
658-55-5345,5.33883,1.0,49.8675,46.70715,7.5473,5.63687,17.16507,7.04693,54.71831,40.46535,6.41109,1,7.81604,7.94876,5,0,1,98
792-29-0768,5.45039,1.0,72.5405,50.63249,6.5473,5.00439,9.27921,7.00708,74.43721,83.22093,6.35406,1,7.3311,5.34294,3,0,0,51
759-10-7890,5.5787,0.0,83.32951,55.0807,6.72883,1.81629,5.98794,8.37207,68.19679,32.26955,5.34938,0,5.59439,5.58552,7,0,4,74
731-75-0618,4.45936,0.0,37.38141,35.66275,3.92794,7.66997,8.33212,4.49619,64.93125,86.59572,4.40087,0,8.14223,6.06757,7,0,1,19
457-90-9743,5.80967,1.0,79.40144,59.99783,5.18076,3.64506,5.23921,8.03258,83.92796,75.62813,6.10594,0,6.70555,4.3602,3,1,1,50
050-25-4810,5.48736,1.0,40.49298,33.31374,3.57551,7.8812,4.66261,6.32981,81.23653,7.03139,7.50219,0,4.47004,5.39785,6,1,0,95
652-50-7129,5.88819,0.0,40.55873,34.84617,4.28746,5.98009,4.44046,5.01636,67.83776,48.57981,3.48612,0,8.0752,4.99225,3,1,3,50
467-10-2676,6.08915,1.0,59.89336,37.75013,8.72949,5.5719,9.18598,,64.75458,52.61397,5.99662,0,5.17066,5.49496,3,1,1,8
150-93-1956,5.40192,1.0,8.27094,52.84203,5.67833,7.89274,8.01071,6.56392,70.12649,34.99539,6.11174,0,2.94161,6.40476,7,0,0,87
005-64-2757,4.75682,0.0,87.85796,35.98719,4.49586,6.76314,8.39273,4.69759,79.29614,74.11055,4.68682,1,6.65325,6.56108,5,1,0,58
384-60-9204,6.14162,0.0,69.7302,44.18228,4.39176,6.26894,10.39869,4.7742,84.8518,40.54766,5.9972,0,5.19659,5.98707,6,1,0,73
654-33-1788,6.39644,1.0,42.90114,24.45269,8.14802,4.30519,9.40067,8.4876,74.71499,105.43462,5.64037,0,4.39406,6.34005,1,1,2,61
724-80-8538,5.53905,0.0,55.94642,17.97255,3.40312,7.22259,7.28866,6.74506,68.91764,65.70517,6.58787,0,7.83255,4.62379,1,1,2,84
011-93-7132,5.94243,0.0,85.73043,51.35246,5.23626,3.87847,6.52154,7.13131,81.87957,120.61772,6.50178,0,6.94041,5.05505,6,1,0,114
606-07-1287,4.38903,0.0,39.05301,39.9841,3.39263,7.74094,10.74695,4.5194,75.46443,99.58773,6.48901,0,8.11191,6.17926,1,0,1,17
079-37-4931,6.19412,1.0,27.74963,71.10611,7.64178,5.84668,5.617,5.53872,79.56188,62.40385,4.33563,0,10.36251,4.74351,0,1,0,30
538-31-1889,6.26485,1.0,8.28411,76.90067,6.82908,4.39693,10.89853,8.78316,75.5504,37.47563,5.07522,0,3.40067,4.37001,4,0,3,62
404-29-1024,6.22423,0.0,67.36369,59.26587,3.77482,4.94103,8.6138,6.62625,78.32527,28.74624,6.34545,0,5.17458,4.72789,5,1,0,57
570-06-2101,6.08195,1.0,82.88947,75.60514,5.45731,7.12523,7.31964,5.87655,67.45588,71.2066,5.14314,0,5.62347,4.2732,1,0,0,57
800-94-8515,6.45866,0.0,51.7048,49.64479,5.3627,6.10875,13.06165,4.30135,78.95647,92.767,6.80966,0,4.65653,7.2157,4,0,0,97
409-43-1283,6.26007,0.0,74.98268,64.8215,4.81813,4.87603,8.02059,6.48077,72.40299,114.0987,4.70063,1,5.21011,4.93682,0,0,1,3
805-06-2231,6.28017,1.0,75.22688,37.7553,4.91756,6.27527,11.98439,6.85477,76.35693,-13.68007,7.66867,0,5.48716,6.21067,2,0,1,24
041-01-2721,7.17163,1.0,87.22941,60.77843,3.96212,6.92998,8.71176,6.0099,75.78795,50.18058,5.05933,0,6.44938,6.39114,6,1,1,83
295-64-1757,6.6485,1.0,24.99414,40.27209,8.10624,5.5208,5.46667,6.74158,73.76693,40.17777,6.46406,0,8.60167,4.9286,2,0,0,87
351-37-5415,6.78774,1.0,81.63034,45.17232,9.15881,6.93998,9.3836,7.90825,61.47353,74.37366,5.86972,0,6.56904,5.96651,3,1,0,109
820-39-9434,5.49674,1.0,42.98724,69.51175,4.98865,6.31803,10.88599,7.58803,62.93174,55.56069,7.24194,0,4.37773,6.30477,4,0,0,116
182-45-0336,6.79203,1.0,53.4459,34.60106,7.47683,3.69277,4.98086,6.56278,75.12762,39.86341,4.87699,0,7.73523,5.61332,5,1,1,11
803-65-6237,4.7661,1.0,53.32909,54.27496,6.31108,5.58568,8.12728,8.32176,76.42362,139.98384,7.85687,0,4.62773,6.09145,0,0,0,16
478-13-2750,5.86564,1.0,18.43431,45.57789,3.26257,6.17788,11.1205,8.86892,69.29718,71.0347,4.59965,1,3.51113,6.14094,5,0,1,31
161-83-7124,6.14474,1.0,51.14731,42.53907,5.32171,3.9176,6.43012,4.31163,63.43818,66.21818,6.15587,0,11.07796,5.17184,3,0,1,46
267-90-0867,5.53776,0.0,91.2363,53.4745,4.26905,7.0529,14.57016,4.0907,80.44014,137.26023,4.93548,0,5.98634,7.46805,2,0,3,103
749-60-1372,6.86638,1.0,90.69737,35.14532,3.63592,4.60047,7.54389,10.53225,61.61471,71.50898,4.67277,0,5.88114,6.06908,5,1,1,27
169-25-0811,7.01948,1.0,17.88917,51.68698,4.00286,8.34891,9.06634,6.16414,62.09253,85.48227,5.00137,0,3.76527,4.96089,7,0,0,12
805-41-7382,6.90657,0.0,77.19614,36.57502,4.65073,7.54931,17.01668,4.06594,74.32269,85.83527,5.28623,0,7.34207,7.6614,1,1,1,19
169-86-6934,5.99134,1.0,15.16032,41.108,4.83377,5.40419,2.43658,9.90696,77.26899,119.31458,5.09719,0,3.38611,5.13515,2,0,0,97
